date,close,gain,loss,avg_gain,avg_loss,rsi
387,4164.98,32.31,0,60.27,62.29,49.18
388,4130.96,0,34.02,55.97,60.27,48.15
389,3883.65,0,247.3,51.97,73.63,41.38
390,3100.67,0,782.98,48.26,124.3,27.97
391,3587.94,487.27,0,79.62,115.42,40.82
392,3606.28,18.33,0,75.24,107.17,41.25
393,3553.43,0,52.84,69.86,103.29,40.35
394,4012.29,458.85,0,97.65,95.91,50.45
395,3898.93,0,113.35,90.67,97.16,48.27
396,3858.02,0,40.91,84.2,93.14,47.48
397,3628.06,0,229.96,78.18,102.92,43.17
398,3622.18,0,5.88,72.6,95.98,43.06
399,3763.41,141.23,0,77.5,89.13,46.51
400,3672.31,0,91.11,71.97,89.27,44.63
401,3866.71,194.4,0,80.71,82.89,49.33
402,3852.94,0,13.77,74.95,77.96,49.02
403,4134.21,281.28,0,89.68,72.39,55.34
404,4134.88,0.67,0,83.33,67.22,55.35
405,4130.42,0,4.47,77.37,62.73,55.22
406,4297.79,167.38,0,83.8,58.25,58.99
407,4347.58,49.79,0,81.37,54.09,60.07
408,4383.33,35.75,0,78.11,50.23,60.86
409,4319.07,0,64.26,72.53,51.23,58.61
410,4231.46,0,87.61,67.35,53.83,55.58
411,4290.38,58.92,0,66.75,49.98,57.18
412,4347.55,57.17,0,66.07,46.41,58.74
413,4405.02,57.47,0,65.45,43.1,60.3
414,4562.32,157.31,0,72.01,40.02,64.28
415,4758.72,196.4,0,80.9,37.16,68.52
416,4769.48,10.76,0,75.89,34.51,68.74
417,4807.93,38.45,0,73.21,32.04,69.56
418,5331.62,523.69,0,105.39,29.75,77.98
419,5610.49,278.87,0,117.78,27.63,81.0
420,5679.22,68.72,0,114.28,25.65,81.67
421,5684.05,4.83,0,106.46,23.82,81.71
422,5728.93,44.89,0,102.06,22.12,82.19
423,5643.86,0,85.07,94.77,26.62,78.07
424,5592.78,0,51.08,88.0,28.36,75.62
425,5696.38,103.6,0,89.12,26.34,77.19
426,5952.77,256.39,0,101.06,24.46,80.52
427,6043.97,91.2,0,100.36,22.71,81.55
428,6003.46,0,40.5,93.19,23.98,79.53
429,5959.98,0,43.48,86.53,25.37,77.33
